,Tarifa,Estado,Municipio,Division,Anio,Mes,Cargo,Unidades,Costo
30777, PDBT,OAXACA,SANTIAGO NEJAPILLA,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30778, PDBT,OAXACA,SANTIAGO NEJAPILLA,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30779, PDBT,OAXACA,SANTIAGO NEJAPILLA,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30780, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30781, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30782, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30783, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30784, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30785, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30786, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30787, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30788, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30789, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30790, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30791, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30792, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30793, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30794, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30795, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30796, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30797, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30798, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30799, PDBT,OAXACA,SANTIAGO NILTEPEC,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30800, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30801, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30802, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30803, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30804, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30805, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30806, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30807, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30808, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30809, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30810, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30811, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30812, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30813, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30814, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30815, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30816, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30817, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30818, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30819, PDBT,OAXACA,SANTIAGO NUNDICHE,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30820, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30821, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30822, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30823, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30824, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30825, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30826, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30827, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30828, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30829, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30830, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30831, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30832, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30833, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30834, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30835, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30836, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30837, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30838, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30839, PDBT,OAXACA,SANTIAGO NUYOO,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30840, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30841, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30842, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30843, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30844, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30845, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30846, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30847, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30848, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30849, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30850, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30851, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30852, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30853, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30854, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30855, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30856, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30857, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30858, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30859, PDBT,OAXACA,SANTIAGO PINOTEPA NACIONAL,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30860, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30861, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30862, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30863, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30864, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30865, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30866, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30867, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30868, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30869, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30870, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30871, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30872, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30873, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30874, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30875, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30876, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30877, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30878, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30879, PDBT,OAXACA,SANTIAGO SUCHILQUITONGO,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30880, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30881, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30882, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30883, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30884, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30885, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30886, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30887, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30888, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30889, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30890, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30891, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30892, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30893, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30894, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30895, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30896, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30897, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30898, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30899, PDBT,OAXACA,SANTIAGO TAMAZOLA,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30900, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30901, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30902, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30903, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30904, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30905, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30906, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30907, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30908, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30909, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30910, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30911, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30912, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30913, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30914, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30915, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30916, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30917, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30918, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30919, PDBT,OAXACA,SANTIAGO TAPEXTLA,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30920, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30921, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30922, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30923, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30924, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30925, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30926, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30927, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30928, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30929, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30930, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30931, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30932, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30933, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30934, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30935, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30936, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30937, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30938, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30939, PDBT,OAXACA,SANTIAGO TENANGO,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30940, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30941, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30942, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30943, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30944, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30945, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30946, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30947, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30948, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30949, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30950, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30951, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30952, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30953, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30954, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30955, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30956, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30957, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30958, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30959, PDBT,OAXACA,SANTIAGO TEPETLAPA,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30960, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30961, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30962, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30963, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30964, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30965, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30966, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30967, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30968, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30969, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30970, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30971, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30972, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30973, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30974, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30975, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30976, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30977, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30978, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30979, PDBT,OAXACA,SANTIAGO TETEPEC,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
30980, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,ENERO,Fijo,$/mes,58.51
30981, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
30982, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
30983, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
30984, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,MARZO,Fijo,$/mes,58.51
30985, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,MARZO,Variable(Energía),$/kWh,3.640
30986, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,ABRIL,Fijo,$/mes,58.51
30987, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,ABRIL,Variable(Energía),$/kWh,3.707
30988, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,MAYO,Fijo,$/mes,58.51
30989, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,MAYO,Variable(Energía),$/kWh,3.759
30990, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,JUNIO,Fijo,$/mes,58.51
30991, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,JUNIO,Variable(Energía),$/kWh,3.685
30992, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,JULIO,Fijo,$/mes,58.51
30993, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,JULIO,Variable(Energía),$/kWh,3.751
30994, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,AGOSTO,Fijo,$/mes,58.51
30995, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,AGOSTO,Variable(Energía),$/kWh,3.764
30996, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,SEPTIEMBRE,Fijo,$/mes,58.51
30997, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.777
30998, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,OCTUBRE,Fijo,$/mes,58.51
30999, PDBT,OAXACA,SANTIAGO TEXCALCINGO,SURESTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.787
31000, PDBT,OAXACA,SANTIAGO TEXTITLAN,SURESTE,2022,ENERO,Fijo,$/mes,58.51
31001, PDBT,OAXACA,SANTIAGO TEXTITLAN,SURESTE,2022,ENERO,Variable(Energía),$/kWh,3.620
31002, PDBT,OAXACA,SANTIAGO TEXTITLAN,SURESTE,2022,FEBRERO,Fijo,$/mes,58.51
31003, PDBT,OAXACA,SANTIAGO TEXTITLAN,SURESTE,2022,FEBRERO,Variable(Energía),$/kWh,3.640
